all_of	J	60
all_over	R	14
all_right	J	12
all_right	R	36
all_the_time	R	8
all_the_way	R	16
all_told	R	2
all_too	R	8
alleged	J	2
allegory	N	2
allegro_con_spirito	N	2
alleviate	V	4
alley_cat	N	2
alleyway	N	2
alligator	N	4
alligatored	J	2
allot	V	2
allow	V	76
allow_for	V	2
allow_in	V	2
allowance	N	6
allusion	N	10
ally	N	4
ally_with	V	2
almost	R	170
aloes	N	4
alone	J	34
alone	R	62
aloneness	N	2
along	R	22
aloof	J	2
aloud	R	12
alpha	N	2
already	R	120
also	R	448
alter	V	24
alteration	N	12
altercation	N	2
alternate	J	8
alternate	V	2
alternately	R	6
alternative	J	4
alternative	N	22
alternatively	R	2
although	R	8
altitude	N	2
altogether	R	16
altruism	N	2
aluminum	N	8
aluminum_chloride	N	2
aluminum_foil	N	2
alundum	N	2
alveolar	J	16
alveolar_bed	N	2
alveolus	N	10
always	R	208
amateur	J	4
amateur	N	18
amateurishness	N	2
amaze	V	2
amazed	J	6
amazement	N	6
amazing	J	14
amber	J	2
ambiguity	N	14
ambiguous	J	20
ambition	N	10
ambitious	J	10
ambivalent	J	4
amble	V	2
ambulance	N	6
ambuscade	N	2
ambush	N	6
amen_corner	N	12
amenable	J	2
amend	V	6
amendment	N	8
america	N	40
american	J	104
american	N	30
american_dream	N	2
americana	N	6
amethystine_python	N	8
amiable	J	2
amicable	J	2
amino_acid	N	2
aminomethane	N	2
amiss	J	2
ammo	N	6
ammoniac	N	2
ammonium_ion	N	2
ammunition	N	6
amoral	J	2
amorist	N	2
amorphous	J	2
amount	N	86
amount	V	10
amount_of_money	N	2
amp	N	8
amphibology	N	2
ample	J	10
amplification	N	2
amplify	V	2
amplitude	N	10
amply	R	4
amulet	N	2
amuse	V	8
amusement	N	4
amusing	J	10
anabaptist	N	4
anachronism	N	2
anachronistically	R	2
anaconda	N	36
anaerobic	J	2
analeptic	J	4
analogous	J	10
analogously	R	2
analogue	N	2
analogy	N	10
analysis	N	34
analyst	N	16
analytic	J	20
analytical	J	2
analytical_cubism	N	10
analyticity	N	2
analyze	V	14
analyzer	N	2
anastomosis	N	14
anastomotic	J	2
anatomic	J	2
anatomical	J	12
anatomical	N	4
anatomically	R	4
anatomy	N	12
ancestral	J	6
ancestry	N	2
anchor	N	4
anchor	V	4
ancient	J	16
ancistrodon	N	2
and_others	R	4
and_so_on	R	14
and_then	R	62
andrena	N	16
anecdote	N	12
anemia	N	10
anemic	J	2
anesthetized	J	2
anew	R	4
angel	N	16
angelic	J	4
anger	N	16
angle	N	14
angle_of_extinction	N	2
anglican	J	14
anglican	N	2
anglican_church	N	4
anglo-american	N	6
anglo-saxon	N	4
anglophilia	N	2
angrily	R	8
angry	J	14
angst	N	4
anguish	N	6
anguished	J	2
angular	J	4
anhydrous	J	2
animal	J	2
animal	N	72
animate	J	2
animate	V	2
animated	J	2
animosity	N	2
anion	N	4
anionic	J	4
anionic	N	14
ankle	N	10
anniversary	N	4
announce	V	36
announcement	N	4
annoy	V	4
annoyance	N	2
annoyed	J	2
annual	J	10
annually	R	8
anode	N	132
anomalous	J	2
anomic	J	2
anomie	N	2
anonymity	N	2
anonymous	J	6
anorexia	N	2
another	J	54
answer	N	56
answer	V	54
ant	N	4
antagonise	V	2
antagonism	N	12
antagonist	N	2
antares	N	2
antebellum	J	2
antecedent	N	2
antelope	N	12
antenna	N	22
anterior	J	6
anterior	N	2
anthropologist	N	2
anthropomorphic	J	2
anti	J	30
anti-catholicism	N	2
antibiotic	J	2
antibody	N	34
antic	J	2
anticipate	V	10
anticipated	J	4
anticipation	N	10
anticoagulation	N	2
antigen	N	22
antipathy	N	2
antique	J	8
antiquity	N	2
antiredeposition	N	2
antiserum	N	12
antithesis	N	2
antithyroid	J	12
anvil	N	2
anxiety	N	18
anxious	J	10
anxiously	R	8
any	J	46
any	R	6
anyhow	R	10
anymore	R	16
anyway	R	12
anywhere	R	10
aorta	N	2
apart	R	32
apartment	N	32
ape	N	2
apex	N	4
apiece	R	2
apocalyptic	J	2
apogee	N	2
apologetically	R	6
apologia	N	2
apologize	V	2
apostolic	J	8
appalling	J	2
apparatus	N	34
apparent	J	24
apparently	R	62
apparition	N	2
appeal	N	20
appealing	J	6
appear	V	200
appearance	N	28
append	V	2
appendix	N	4
appetite	N	6
applaud	V	14
applause	N	16
apple	N	2
applejack	N	2
applicability	N	4
applicant	N	16
application	N	22
application_form	N	2
applicator	N	2
applied	J	2
apply	V	76
appoint	V	8
appointed	J	12
appointee	N	2
appointment	N	14
appraisal	N	2
appraise	V	2
appraiser	N	2
appreciable	J	6
appreciably	R	8
appreciate	V	12
appreciated	J	2
appreciation	N	12
apprehend	V	2
apprehension	N	4
apprentice	N	4
approach	N	36
approach	V	46
appropriate	J	42
appropriately	R	4
approval	N	12
approve	V	20
approved	J	6
approximate	J	4
approximate	V	10
approximately	R	34
approximation	N	8
april	N	8
apron	N	4
apt	J	10
aptitude	N	2
aqueous	J	28
arbitrarily	R	4
arbitrary	J	6
arboreal	J	2
arc	N	78
arch	N	4
arch	V	4
archaize	V	2
archangel	N	2
archbishop	N	10
archeological	J	2
architect	N	12
architectural	J	8
architecture	N	10
arcus_senilis	N	2
ardent	J	2
area	N	240
areaway	N	2
argive	J	2
argon	N	14
argot	N	2
argue	V	24
argument	N	40
arianism	N	2
arianist	N	4
aridity	N	2
arise	V	30
aristocracy	N	2
arkansas	N	2
arm	N	104
arm	V	2
arm's_length	N	2
armadillo	N	4
armchair	N	4
armed	J	10
armful	N	2
armor	N	2
armored	J	4
armpit	N	2
arms	N	8
army	N	18
around	R	54
arouse	V	10
arrange	V	26
arranged	J	2
arrangement	N	26
array	N	2
array	V	2
arrest	N	2
arrest	V	8
arrival	N	8
arrive	V	32
arrive_at	V	6
arrogance	N	2
arrogant	J	2
arrow	N	34
arroyo	N	6
arsenic	N	2
art	N	66
art_school	N	12
art_student	N	2
art_teacher	N	2
arterial	J	12
arteriolar	J	8
arteriole	N	4
arteriolosclerosis	N	4
arteriosclerosis_obliterans	N	2
artery	N	8
artfully	R	2
arthritis	N	4
article	N	20
artifact	N	2
artifice	N	2
artificial	J	6
artificial_lake	N	2
artificially	R	2
artillery	N	2
artist	N	40
artistic	J	14
artistically	R	2
artistry	N	2
arts	N	6
arty	J	2
as	R	2
as_a_group	R	2
as_a_matter_of_fact	R	8
as_a_whole	J	4
as_expected	R	2
as_far_as_possible	R	2
as_follows	R	14
as_good_as	J	4
as_it_is	R	2
as_it_were	R	6
as_many	J	4
as_much_as_possible	R	2
as_needed	R	2
as_such	R	20
as_usual	R	4
as_we_say	R	2
as_well	R	32
as_yet	R	12
ascend	V	4
ascendancy	N	2
ascending	J	2
ascertain	V	6
ascertainable	J	2
ascribe	V	4
ash	N	6
ashamed	J	6
ashen	J	2
ashore	R	2
asia	N	2
asia_minor	N	2
aside	R	12
ask	V	268
ask_out	V	2
asleep	J	12
aspect	N	40
asphalt	N	2
aspirant	N	2
aspiration	N	2
aspirin	N	2
ass	N	4
assail	V	2
assassin	N	4
assault	N	2
assay	V	2
assemblage	N	2
assemble	V	4
assembly	N	8
assembly_line	N	2
assert	V	22
assertion	N	4
assertiveness	N	2
assess	V	4
assessment	N	8
assessor	N	4
asset	N	4
assign	V	14
assignment	N	4
assimilate	V	2
assist	V	10
assistance	N	40
assistant	J	8
assistant	N	8
associate	N	8
associate	V	34
associate_professor	N	2
associated	J	20
association	N	12
assume	V	82
assumed	J	2
assumption	N	32
assurance	N	6
assure	V	18
assured	J	2
assyrian	N	4
asteroidal	J	2
astonished	J	2
astonishing	J	6
astounding	J	2
astral	J	2
astray	R	2
astringent	J	2
astronomical	J	2
astronomical_unit	N	2
asymmetric	J	4
asymmetrically	R	4
asymmetry	N	2
asymptotic	J	2
asymptotically	R	2
asynchrony	N	4
at-bat	N	2
at_a_loss	J	2
at_a_time	R	10
at_all	R	94
at_any_rate	R	6
at_arm's_length	R	2
at_best	R	4
at_birth	R	6
at_ease	J	2
at_first	R	26
at_first_sight	R	2
at_hand	J	12
at_heart	R	4
at_home	J	4
at_home	N	2
at_home	R	2
at_issue	J	2
at_large	J	4
at_last	R	14
at_least	R	112
at_length	R	4
at_odds	J	2
at_once	R	24
at_one_time	R	2
at_present	R	10
at_random	R	2
at_rest	J	2
at_sea	J	2
at_the_least	R	2
at_the_most	R	2
at_the_same_time	J	16
at_the_same_time	R	34
at_the_start	R	4
at_times	R	10
at_work	J	4
atheistic	J	2
athens	N	2
atheromatous	J	2
athlete	N	12
athletic	J	4
athleticism	N	2
athletics	N	2
atlanta	N	14
atmosphere	N	44
atmospheric	J	2
atom	N	36
atomic	J	2
atomic_bomb	N	4
atomic_physics	N	2
atomlike	J	2
atonally	R	2
atrociously	R	2
atrophic	J	6
atrophied	J	2
atrophy	N	8
attach	V	22
attached	J	4
attack	N	32
attack	V	12
attain	V	16
attainment	N	4
attempt	N	48
attempt	V	24
attend	V	32
attendant	J	2
attendant	N	2
attention	N	48
attentive	J	2
attentively	R	2
attest	V	2
attic	J	2
attic	N	4
attica	N	2
attire	N	4
attired	J	2
attitude	N	64
attorney	N	6
attorney_general	N	2
attract	V	14
attraction	N	12
attractive	J	12
attribute	N	4
attribute	V	8
audacity	N	2
audible	J	4
audience	N	116
auditorium	N	4
aug	N	8
augment	V	4
augur	V	2
august	N	10
aunt	N	4
aurally	R	4
auspiciously	R	2
austere	J	2
austerity	N	2
austin	N	4
australia	N	4
authentic	J	12
authenticity	N	10
author	N	48
authoritarian	J	4
authoritatively	R	2
authorities	N	14
authority	N	18
authorize	V	12
authorship	N	2
autofluorescence	N	6
automatic	J	8
automatically	R	12
automobile	N	20
autonomic	J	26
autopsy	N	2
autumn	J	2
autumn	N	10
auxiliary	J	2
auxiliary	N	2
avail	V	6
availability	N	2
available	J	94
avarice	N	2
avenging	J	2
average	J	40
average	N	18
average	V	24
avert	V	2
aviary	N	2
avocado	N	30
avoid	V	24
avoidance	N	4
await	V	22
awaited	J	2
awake	J	12
awake	V	4
awaken	V	10
award	N	18
award	V	4
awarding	N	2
aware	J	20
awareness	N	18
away	J	20
away	R	92
awe	N	2
awed	J	4
awful	J	8
awful	R	6
awfully	R	8
awkward	J	2
awkwardly	R	2
awry	R	2
axe	N	10
axial	J	2
axially	R	2
axiomatic	J	2
axis	N	12
azimuth	N	2
b	N	18
b-52	N	2
b_vitamin	N	2
baby	N	28
babylonian	N	2
bachelor	N	2
bachelor_of_science	N	2
back	J	22
back	N	60
back	R	164
back	V	8
back_and_forth	R	8
back_brace	N	2
back_circle	N	2
back_door	N	2
back_down	V	2
back_off	V	2
back_porch	N	4
back_tooth	N	2
backbend	N	4
background	N	16
backing	N	4
backstage	N	4
backward	J	4
backward	R	6
backwards	R	2
backyard	N	6
bacon	N	2
bacteria	N	4
bacterial	J	4
bad	J	82
bad_guy	N	2
bad_hat	N	2
bad_luck	N	2
badly	R	14
badness	N	16
baffle	V	2
baffling	J	2
bag	N	10
bag_of_tricks	N	2
baggage	N	2
bagpipe	N	2
bait	N	2
balance	N	54
balance_of_international_payments	N	2
balance_of_payments	N	2
balanced	J	8
bald	J	4
balding	J	2
bali	N	2
balinese	N	2
balkiness	N	2
ball	N	64
ball-hawking	J	2
ball_club	N	2
ball_field	N	2
ball_game	N	2
ballad	N	4
ballast	N	2
ballast_resistor	N	2
ballerina	N	2
ballet	N	8
ballet_dancer	N	2
balletomane	N	2
balloon	N	4
ballot	N	8
ballplayer	N	4
ballroom	N	6
baltimore	N	8
balustrade	N	4
banal	J	2
band	N	28
bandaged	J	4
bandit	N	6
bandoleer	N	2
bang	N	4
banish	V	6
banister	N	4
banjo	N	2
bank	N	56
bank_account	N	2
banker	N	18
bankrupt	V	2
banner	N	4
banshee	N	2
banter	N	4
banter	V	2
baptist	N	2
baptize	V	4
bar	N	16
bar	V	6
barbed_wire	N	6
barbell	N	10
barbital	N	2
barbiturate	N	2
bare	J	10
barefoot	J	4
barely	R	18
bargain-priced	J	2
barge	N	6
barge	V	2
barge_in	V	2
barium	N	2
barley	N	2
barn	N	14
barnyard	N	2
barometric_pressure	N	2
baronial	J	2
baroque	J	2
baroreceptor	N	2
barrack	N	2
barrage	N	4
barrel	N	6
barren	J	4
barren_of	J	2
barricade	N	4
barrier	N	16
bartlett_pear	N	2
bas_relief	N	6
base	J	2
base	N	26
base	V	26
base_hit	N	2
base_on_balls	N	6
base_runner	N	2
baseball	N	36
baseball_game	N	4
based	J	24
baseline	N	2
basement	N	4
bashful	J	2
basic	J	42
basically	R	10
basileus	N	2
basin	N	2
basis	N	56
bask	V	4
basket	N	12
basket_weave	N	2
basketball	N	6
basketball_team	N	2
basophilic	J	4
bass	N	4
bassinet	N	2
bastard	N	32
bat	N	10
bat	V	12
bath	N	6
bath_towel	N	2
bathe	V	8
bathing	N	2
bathing_suit	N	2
bathos	N	2
bathrobe	N	4
bathroom	N	10
bathtub	N	2
baton	N	6
batter	N	4
batting	N	4
batting_coach	N	2
battle	N	20
battle	V	4
battlefield	N	2
bavaria	N	4
bawdy	J	2
bawl	V	2
bay	N	12
bayonet	N	6
bc	N	14
be	V	9424
be_after	V	4
be_born	V	16
be_due	V	18
beach	N	12
beachhead	N	2
beacon_light	N	2
beadle	N	2
beadsman	N	2
beam	N	24
beaming	J	2
bean	N	4
bear	N	2
bear	V	44
bear_on	V	2
bear_out	V	2
beard	N	10
beard	V	2
bearded	J	6
beardown	J	2
bearer	N	2
bearing	N	4
beast	N	4
beat	N	4
beat	V	28
beat-up	J	2
beat_out	V	2
beating	N	2
beatnik	N	2
beautiful	J	40
beautifully	R	6
beauty	N	20
beckon	V	8
become	V	308
bed	N	70
bedfast	J	2
bedpost	N	2
bedraggled	J	2
bedroom	N	28
bedroom_set	N	2
bedside	N	2
bee	N	32
beebread	N	14
beech	N	4
beef	N	6
beefed-up	J	2
beefy	J	2
beehive	N	2
beer	N	8
beetle	N	2
befall	V	4
befit	V	4
befog	V	2
before	R	86
before_long	R	2
beg	V	10
beggary	N	2
begin	V	228
beginner	N	2
beginning	J	2
beginning	N	40
beguile	V	4
beguiling	J	2
behalf	N	4
behave	V	22
behavior	N	38
behavioral	J	2
behind	N	2
behind	R	10
behold	V	2
being	N	20
bel_canto	N	2
belated	J	2
belch	N	2
belch	V	2
belfry	N	2
belgian	J	2
belie	V	2
belief	N	34
believable	J	2
believably	R	2
believe	V	130
believe_in	V	16
bell	N	16
belligerent	J	4
belligerently	R	2
bellow	V	4
belly	N	14
belong	V	14
belong_to	V	34
belongings	N	4
beloved	J	8
below	R	38
belt	N	16
belt	V	2
bench	N	20
bench_press	N	4
bend	N	4
bend	V	26
beneath	R	2
benediction	N	2
beneficial	J	4
benefit	N	10
benefit	V	12
bennington	N	2
bent	J	4
berate	V	2
bereavement	N	4
berlin	N	6
bern	N	8
berry	N	4
berth	N	2
beset	V	4
besides	R	8
besieger	N	4
besmirch	V	2
bespectacled	J	4
best	J	104
best	N	2
best	R	16
best-known	J	2
best_seller	N	2
bestow	V	2
bestowal	N	2
bestubbled	J	2
bet	V	12
bet_on	V	4
beta	N	2
betray	V	12
betrayal	N	2
betrothed	J	2
better	J	98
better	R	50
better-looking	J	2
better_known	J	2
beverage	N	2
bevy	N	4
beware	V	2
bewhiskered	J	2
bewildered	J	2
bewilderedly	R	2
bewilderingly	R	2
bewilderment	N	2
bewitched	J	2
beyond	R	20
bias	N	2
bible	N	14
bible_belt	N	2
biblical	J	14
biceps	N	4
biceps_brachii	N	2
bickering	N	2
bicycle	N	8
bid	N	2
bid	V	8
big	J	156
big	R	2
big-chested	J	2
big-shouldered	J	2
big-ticket	J	2
big_band	N	2
big_league	N	4
big_leaguer	N	2
bigger	J	10
biggest	J	10
bilateral	J	2
bile	N	2
bilharziasis	N	2
bilk	V	2
bill	N	48
bill_of_health	N	2
billow	V	2
bimolecular	J	2
bin	N	2
bind	V	22
binding	J	2
binding	N	8
binomial	J	48
binomial	N	2
binomial_distribution	N	16
bioassay	N	4
biochemical	J	2
biochemical_mechanism	N	2
biography	N	4
biological	J	22
biological_warfare	N	4
biology	N	4
biopsy	N	6
bird	N	42
bird_shot	N	2
birdbath	N	2
birdhouse	N	2
birefringence	N	6
birmingham	N	4
birth	N	10
birthcontrol	N	2
birthday	N	12
birthright	N	2
biscuit	N	2
bishop	N	12
bishopry	N	2
bit	J	2
bit	N	18
bit_part	N	2
bite	N	2
bite	V	10
bite_off	V	2
biter	N	2
biting	J	4
bitter	J	26
bitterly	R	4
bitterness	N	6
bitters	N	2
bittersweet	J	2
bizarre	J	2
black	J	64
black	N	6
black-haired	J	2
black-market	J	2
black_and_white	J	2
black_bread	N	2
black_eye	N	2
black_hole	N	2
black_man	N	2
black_olive	N	2
black_out	V	4
blackberry	N	2
blackbody	N	18
blacken	V	4
blackness	N	6
blackout	N	4
blade	N	4
blame	N	4
blame	V	8
bland	J	2
blandly	R	2
blanket	N	24
blaspheme	V	2
blasphemous	J	2
blasphemy	N	2
blast	N	4
blast	V	12
blaze	V	2
blaze_away	V	2
blaze_out	V	2
blazing	J	2
bleach	V	2
bleachers	N	2
bleak	J	4
bleakly	R	2
bleary	J	2
bleat	N	2
bleb	N	2
bleed	V	4
blemish	N	2
blend	V	6
blending	N	2
bless	V	2
blessed	J	6
blessing	N	2
blighted	J	2
blind	J	20
blind	N	4
blind_man	N	6
blindly	R	4
blindness	N	10
blink	V	8
blinker	N	2
blinking	J	2
blithe	J	2
blithely	R	2
blizzard	N	2
bloated	J	2
blob	N	2
block	N	28
block	V	6
block_capital	N	4
bloke	N	2
blond	J	4
blood	N	64
blood_group	N	6
blood_transfusion	N	2
bloodhound	N	2
bloodstream	N	2
bloody	J	4
bloom	N	10
bloom	V	20
blooming	J	4
blooming	N	6
blossom	N	8
blossom	V	6
blot	N	10
blot_out	V	10
blow	N	14
blow	V	12
blowfish	N	2
blowing	N	6
blowing_gas	N	2
blue	J	38
blue	N	8
blue-black	J	2
blue-eyed	J	2
blue-green_algae	N	2
blue-ribbon	J	2
blue_air	N	2
blueberry_pie	N	2
blues	N	2
bluestocking	N	2
bluff	N	8
bluish	J	2
blunder	N	2
blunder	V	2
blunt	J	2
blurred	J	2
blush	V	10
bluster	N	2
boa_constrictor	N	12
board	N	20
board	V	6
board_of_directors	N	4
board_of_regents	N	2
boarding	N	4
boardinghouse	N	2
boast	V	2
boat	N	18
boater	N	2
boating	N	4
boatload	N	2
bobby_pin	N	2
bodice	N	2
bodily	R	4
body	N	182
body_length	N	2
body_of_water	N	2
body_part	N	2
bodybuilder	N	16
bodybuilding	N	2
boeotian	J	2
bogartian	J	2
bogus	J	6
boil	V	12
boil_down	V	2
boiled-down	J	2
boiling	N	2
boisterous	J	2
bold	J	10
boldly	R	4
boldness	N	2
bolster	N	2
bolt	N	4
bolt	V	4
bomb	N	8
bomb	V	6
bomb_shelter	N	2
bombay	N	2
bombing	N	2
bombproof	N	6
bombus	N	8
bond	N	62
bone	N	12
bone_marrow	N	4
bonemeal	N	2
bonfire	N	6
bonn	N	2
bonnet	N	2
bonus	N	2
bony	J	4
boo	V	2
booby	N	2
booby_trap	N	4
book	N	70
book	V	6
bookcase	N	4
booked	J	2
booker	N	4
booking	N	14
bookshelf	N	2
boom	N	4
boom	V	4
boomerang	V	2
boost	N	4
boost	V	4
boost_up	V	2
boot	N	14
booted	J	2
booth	N	4
borate	N	2
border	N	8
border_patrolman	N	2
bordering	J	2
bore	V	2
bored	J	2
boredom	N	12
boring	J	4
born	J	4
borough	N	4
borrow	V	14
borrower	N	2
borrowing	N	2
bosom	N	4
boss	N	10
boston	N	20
bother	V	34
bottle	N	22
bottom	N	20
bottomland	N	2
bottomless	J	2
botulinal	J	2
boucle	N	2
bough	N	2
boulevard	N	2
bounce	N	4
bounce	V	22
bounce_out	V	2
bouncing_betty	N	2
bound	J	12
bound	N	2
bound	V	8
boundary	N	8
bounded	J	6
boundless	J	2
bounds	N	4
bouquet	N	2
bourbon	N	16
bovine	J	4
bow	N	16
bow	V	8
bow_down	V	2
bower	N	2
bowl	N	6
box	N	40
box_kodak	N	2
boy	N	184
boy_scout	N	2
boyhood	N	4
brace	N	2
brace	V	4
brackish	J	2
brag	V	2
braid	N	2
braided	J	2
brain	N	44
brain_tumor	N	2
brake	N	2
branch	N	58
branched	J	2
brand	N	6
brandish	V	2
brandy	N	6
